HCPCSCode_Evaluation_and_Management_Services,HCPCSCode_Medicine_Services_and_Procedures,ccsr_category_1_code_HealthCareDiagnosisCode_1,ccsr_category_1_code_HealthCareDiagnosisCode_2,ccsr_category_1_code_HealthCareDiagnosisCode_3,ccsr_category_1_code_HealthCareDiagnosisCode_4,claim_creation_dayofmonth,claim_creation_hour,claim_creation_month,claim_creation_quarter,claim_creation_weekday,facility_code_value,facility_name,other_hcpcscodes,payer_name,payer_resp_seq_num,subscriber_city,subscriber_pat_city,subscriber_pat_gender,noise
-0.0016289902692399715,0.001956575149708828,0.007618830174538271,0.00441197273104047,-0.0038486260047797204,0.001359973594673325,0.011846164154769013,0.0076791355729881935,0.0017597760510635995,0.001916619721106183,0.21397000612980807,-0.0035662081305574246,-0.0010951758162943137,0.0010510014915039445,0.00039558356020247265,0.0015815897297176806,0.0007328470848668722,0.002198913510146494,-0.0007034388967337768,0.0007013294486399424
-0.00017632608119821924,0.004849356760378365,0.008970427077869192,0.00210188998706774,-0.003252034631584899,-0.00030538950145676537,-0.004275972390296046,0.014296565406848472,-0.004574220555621867,-0.004009016261471554,0.19577012168836774,-0.003992006897232225,-0.0071132901563822236,0.002241860175235455,0.0008813707210412969,0.0021681096493734397,-0.002815893757693122,-0.0020037290758850744,-0.0007369858887197433,0.002936647259544767
-0.004061976759972075,0.015496201245971198,0.00733843353563185,-0.004040858603888775,-0.006011132285135334,-0.0003494552018543873,0.009868212649775466,0.0072447845696672845,0.0005122409883296819,-0.004585908156133567,0.2148322363624479,0.0005030646466982813,-0.0035737451038560853,-0.002807206319356803,-0.0038859921259446818,0.0015365972616790736,-0.005840175783508738,-0.0017864954419980039,0.0005359989139233634,-0.00046107974115175974
0.0012542090726798683,0.007060601187998972,0.009302168854753934,-0.0011504010442283219,-0.002819842230713865,-0.0054542960917104534,0.016728462789905828,0.010953047557792039,0.007781582232984019,-0.00420741742650671,0.2038671446407628,-0.0027172165260489155,-0.0036344633195868003,0.0006081873557565398,0.006873321100223273,-0.0038361677575573737,-0.0005188036774998572,-0.0006947334569255337,4.729295145911027e-06,-0.004388076501078242
-0.003050943427648356,0.007802221593085401,0.005325590192444473,0.0014060414580007285,-0.0014878821113937235,-0.001609691455978568,0.004029462635221426,-0.0032633960540433883,-0.0012849458400443826,2.1173889976655592e-05,0.19592200395404552,-0.003948573617333107,-0.002812796642629967,0.0018387977037035209,-0.0017372106135907894,0.003093529116477789,-0.002289159206240865,-0.0007042102733811007,-0.0023890809342205998,-0.0010523899136153148
4.786337877149549e-07,-0.0018645179200490359,0.004186490082707906,0.00300677745443404,-0.0036599929162199674,0.0013574054219635313,0.007299284921121141,0.010637276956654895,-0.0023672030555981103,0.0018681076734568646,0.21800979284729666,-0.0026074772170317172,-0.0025440582401593083,-0.0018822273701945337,-0.00033145389799358325,-0.0007378139837647569,-0.0006344290856180268,-0.0036907451370807197,0.0029914611732271166,0.005013688926328664
-0.0006389744132857866,-0.0022434709372548766,0.003232696124042789,-0.004828871355336805,-0.000609723808731244,-0.0013720046498374328,0.0076026355803345495,0.001271392656585335,-0.006450766945808162,-0.0013851169898101534,0.20260771661207402,-0.0019944625579653152,-0.0028337783964111794,-0.0019257488533006017,0.0011811192390808523,0.0011047146427013877,-0.000582868727825614,-0.0016513983554099277,-0.00019340701459751307,0.0007307607930948978
-0.0019481692991650478,-0.0013748328333393566,0.006021049445187432,-0.003413814291394057,-0.0013681687570029188,-0.00013689594101276014,0.0065667130516499864,0.0017518614233563601,0.0004251454801749599,0.0027068574475006546,0.16142064553439117,-0.0038769111215527286,-0.006656847507861341,-0.004284210431199575,0.002848158455922245,0.000779132179130404,-0.0006423491885639732,0.001342529005674642,0.0037870025662341766,0.00020206834857414702
-0.0027070126199682186,0.004134487056191238,0.0034481658848697474,-0.0027838020843555687,-0.0039628760966419095,0.001071372495142353,-0.0020897528998449766,0.005389369197856741,-0.005009224549076585,-0.0007385772605052355,0.1896932837432042,-0.0029854664285294042,0.0001425389099330432,0.00030421385252493716,-0.0026794125728641484,-0.001581298698749789,-0.0012385674471551479,-0.002395438754882173,0.0022130331102431346,-0.00431762870208634
0.001814278410217396,0.00150150776839848,0.009044784373467497,-0.001228648643008401,-0.0014126850798751756,0.0005660652983712433,-0.0009803103185616947,0.007070729467742132,-0.002403560211609257,-0.0030301449335850992,0.20717168212694476,-0.0020094013794254573,-0.0011279568433902876,0.0016355895948329314,-0.001100827446601982,-0.0018899276897231475,-0.007059642935400701,-0.003314481880693221,-0.0036015578534386084,-0.0015135073092855222
-0.005823952356743367,-0.003177185464933252,0.0005110513956472773,-0.0005340499188999037,-0.001513302830028751,0.00013339143486580386,0.0006565473164355073,-0.006840244994795008,-0.002936790374512743,-0.004445493499891007,0.24408586922313416,-0.00422301304863576,-0.00325852761033234,-0.0048380419783571,0.0002958336359455416,0.0013324618103469853,-0.006901251603844328,-0.003594063960103555,-0.002564214297818701,0.001796547800614956
